ID,outcome,SUT,Confidence,dsa,lsa,conf*(1-norm_dsa)
44,Pass,0,0.999503136,0.748395443,447.4500279,0.757873889
45,Pass,9,1,0.345516324,456.4500279,0.888390085303604
46,Pass,3,0.439304203,1.09006846,450.4500279,0.284617373556103
47,Pass,9,0.916437328,1.258525848,456.4500279,0.543874848
48,Pass,7,0.999996901,0.712674975,454.4500279,0.769786803
49,Pass,6,0.991053641,0.832724273,453.4500279,0.724470555
50,Pass,9,0.999999523,0.612633348,456.4500279,0.802104609
51,Pass,8,0.999773085,0.773730159,455.4500279,0.749896724
52,Fail,7,0.518775642,1.42084372,447.4500279,0.280675258854363
53,Fail,5,0.921411514,1.046900511,450.4500279,0.609814525
54,Pass,8,0.999999762,0.62212646,455.4500279,0.799038302924839
55,Pass,8,0.999999881,0.691901028,455.4500279,0.776499571
56,Pass,7,0.994352221,1.26429379,454.4500279,0.588262068154621
57,Fail,5,0.861157358,1.030971169,454.4500279,0.574367861
58,Fail,7,0.490423679,1.165585876,451.4500279,0.305773424
59,Fail,3,0.351292789,1.313589454,453.4500279,0.202232110
60,Pass,7,0.999999762,0.767118037,454.4500279,0.752202618
61,Fail,5,0.965001583,1.342023611,450.4500279,0.546668330
62,Pass,6,0.999284923,0.938395321,453.4500279,0.696377878
63,Pass,3,0.908708394,1.208655834,450.4500279,0.553926541
64,Pass,6,0.997817159,1.190801382,453.4500279,0.613999896
65,Pass,2,0.899671674,0.838117063,449.4500279,0.656102157
66,Pass,1,0.991508484,1.226925969,448.4500279,0.598547892
67,Pass,2,1,0.889359534,449.4500279,0.712715912883565
68,Fail,6,0.479642957,1.131102085,450.4500279,0.304394549
69,Pass,7,0.991449535,1.28125155,454.4500279,0.581113910775083
70,Fail,6,0.458392888,1.146834373,449.4500279,0.288579167
71,Pass,6,0.999999523,1.005265951,453.4500279,0.675275087
72,Pass,8,1,0.520390034,455.4500279,0.83190175609881
73,Pass,8,0.9999789,0.785425067,455.4500279,0.746273448223895
74,Pass,0,0.889752507,0.938868225,447.4500279,0.619911427
75,Pass,2,1,0.769178391,449.4500279,0.751537254124581
76,Pass,9,1,0.839154005,456.4500279,0.728933481836914
77,Pass,3,0.930499971,0.942946315,450.4500279,0.647075374
78,Fail,5,0.832004845,1.043288827,450.4500279,0.551613491
79,Pass,8,0.999999404,0.579478323,455.4500279,0.812814362
80,Pass,8,1,0.706713319,455.4500279,0.771714944361365
81,Pass,1,0.990950048,0.912892342,448.4500279,0.698733011
82,Pass,1,1,0.695907593,448.4500279,0.775205448494804
83,Pass,7,0.909649134,1.134452224,454.4500279,0.576303841
84,Fail,5,0.815378606,0.911932051,449.4500279,0.575188011
85,Fail,9,0.96900171,1.077611446,452.4500279,0.631698134552242
86,Pass,2,0.998727858,1.054353714,449.4500279,0.658580030
87,Pass,7,0.336631924,1.17369175,454.4500279,0.209004631302074
88,Pass,8,0.99953723,1.237870932,455.4500279,0.599860792604363
89,Pass,9,1,0.250283778,456.4500279,0.919152441803382
90,Pass,0,0.999992251,1.042303085,447.4500279,0.663306402
91,Fail,6,0.996384382,1.2603122,450.4500279,0.590745798512555
92,Pass,8,0.999999762,1.168706059,455.4500279,0.622480254
93,Pass,6,1,0.619599164,453.4500279,0.799854869259381
94,Pass,4,0.999928713,0.909226716,451.4500279,0.706247995
95,Pass,6,0.972147226,1.056668639,453.4500279,0.640325311
96,Pass,6,1,0.819175005,453.4500279,0.735387169639286
97,Fail,2,0.611860335,0.920279682,447.4500279,0.429971375
98,Pass,0,0.980005026,1.502103448,447.4500279,0.504492073
99,Fail,3,0.306990474,1.265180588,454.4500279,0.181528642
100,Pass,4,0.997028649,0.95964098,451.4500279,0.687963077796504
101,Pass,5,0.910343826,1.051677346,452.4500279,0.601084948
102,Pass,6,1,0.520451546,453.4500279,0.831881886273289
103,Fail,6,0.986230433,0.948414743,450.4500279,0.684088571
104,Pass,1,1,0.277096719,448.4500279,0.910491230017135
105,Pass,1,1,0.545568883,448.4500279,0.823768394535716
106,Fail,2,0.637856185,1.126434565,450.4500279,0.405762702
107,Pass,6,0.999998689,1.041692972,453.4500279,0.663507753
108,Pass,8,0.998518169,1.016677141,455.4500279,0.670594144
109,Pass,7,1,0.762146771,454.4500279,0.753808633083734
110,Pass,4,0.988208771,1.196445346,451.4500279,0.606285805
111,Pass,0,0.999998212,0.755116582,447.4500279,0.756078198
112,Pass,6,0.996249259,1.092542648,453.4500279,0.644655938
113,Pass,2,0.945957601,1.184221745,449.4500279,0.584098993
114,Pass,1,1,0.791854262,448.4500279,0.744212413437817
115,Pass,3,0.920700192,1.127624512,450.4500279,0.585335801
116,Pass,0,0.998226821,1.496262908,447.4500279,0.515755670
117,Pass,4,0.999971509,0.881621361,451.4500279,0.715195148
118,Fail,6,0.643780053,1.224480033,449.4500279,0.389141927
119,Fail,5,0.78613025,1.350189447,454.4500279,0.443265037763988
120,Pass,8,1,0.550951958,455.4500279,0.822029534459298
121,Pass,3,0.267867774,1.378936529,450.4500279,0.148551701
122,Pass,1,1,0.540203393,448.4500279,0.825501574242745
123,Pass,2,0.999999881,0.629253864,449.4500279,0.796736079
124,Pass,8,0.982807398,1.214813471,455.4500279,0.597140627
125,Fail,2,0.996892273,1.811556101,447.4500279,0.413535528
126,Fail,9,0.707862914,1.198729992,455.4500279,0.433765627
127,Pass,3,0.672452986,1.562005758,450.4500279,0.333156968
128,Fail,6,0.382568628,1.094867468,452.4500279,0.247266349
129,Pass,2,0.996773541,1.167184234,449.4500279,0.620961994
130,Pass,4,1,0.647600234,451.4500279,0.790809863808039
131,Pass,1,1,0.447182953,448.4500279,0.855549368376551
132,Pass,8,0.999999881,0.814959705,455.4500279,0.736748723
133,Pass,9,1,0.234113738,456.4500279,0.924375745768138
134,Pass,1,0.910843372,0.901931107,448.4500279,0.645473708
135,Pass,2,0.989293814,1.189242482,449.4500279,0.609253285
136,Pass,9,1,0.21905154,456.4500279,0.929241190660751
137,Pass,7,0.999700069,1.357945085,454.4500279,0.561183371
138,Pass,2,0.671715736,1.230421066,449.4500279,0.404738959
139,Fail,8,0.993774891,0.957910955,456.4500279,0.686273301
140,Pass,6,0.998916745,0.836288333,453.4500279,0.729068538
141,Pass,5,1,0.956032336,452.4500279,0.691179026702206
142,Pass,6,0.999992609,0.700912356,453.4500279,0.773583075
143,Fail,5,0.953876555,1.090860009,450.4500279,0.617755745
144,Pass,8,1,0.707486272,455.4500279,0.771465262327834
145,Fail,3,0.371435463,1.117199779,454.4500279,0.237391144
146,Pass,6,1,0.712205291,453.4500279,0.769940907987804
147,Fail,5,0.992177904,1.262489796,449.4500279,0.587553909
148,Pass,5,0.916569471,1.247429371,452.4500279,0.547238644
149,Pass,2,0.979258239,0.688826442,449.4500279,0.761366257
150,Pass,8,0.999991894,0.946105301,455.4500279,0.694380064
151,Pass,9,0.935507596,1.032526016,456.4500279,0.623487528
152,Pass,6,0.999836326,1.070097208,453.4500279,0.654226288
153,Pass,0,0.999884486,0.947848678,447.4500279,0.693742395
154,Pass,0,0.930179477,0.942545414,447.4500279,0.646972960
155,Pass,5,0.999489427,0.83743161,452.4500279,0.729117398185661
156,Pass,2,0.999694467,0.758760452,449.4500279,0.754671846
157,Pass,9,1,0.31869188,456.4500279,0.897055012829918
158,Pass,5,0.717501402,1.051612258,452.4500279,0.473769375
159,Pass,4,1,0.201402366,451.4500279,0.934942289763096
160,Fail,0,0.849325359,0.974408031,449.4500279,0.581994464
161,Pass,1,1,0.664581418,448.4500279,0.785324541216786
162,Pass,6,0.502492189,1.158444762,453.4500279,0.314457121
163,Pass,6,1,0.521850109,453.4500279,0.831430117467345
164,Fail,0,0.758310258,1.476362109,455.4500279,0.396672284
165,Pass,4,0.998226225,0.938984454,451.4500279,0.695450130
166,Pass,8,0.998016238,0.876470983,455.4500279,0.715457101
167,Pass,4,0.999766529,0.912117362,451.4500279,0.705199916
168,Pass,5,0.743781686,0.993959606,452.4500279,0.504973933
169,Fail,8,0.973686159,1.224791288,447.4500279,0.588460426
170,Pass,9,1,0.288079202,456.4500279,0.906943629207442
171,Pass,9,0.998567104,1.063647628,456.4500279,0.655476175
172,Pass,9,0.999999881,0.538114011,456.4500279,0.826176396
173,Pass,8,0.999405026,1.192785263,455.4500279,0.614336520
174,Pass,9,1,0.357170552,456.4500279,0.884625495029333
175,Pass,9,1,0.477069408,456.4500279,0.845895339141372
176,Pass,3,0.968543649,1.195348024,450.4500279,0.594564171
177,Pass,7,0.999961138,1.167954445,454.4500279,0.622698991
178,Pass,5,0.961766243,0.919293165,452.4500279,0.676166530
179,Pass,0,0.999952435,0.920504987,447.4500279,0.702621776
180,Pass,0,0.996170461,0.443257838,447.4500279,0.853536058
181,Pass,5,0.999998689,0.76118058,452.4500279,0.754119746892607
182,Pass,2,0.99968648,1.075396538,449.4500279,0.652416966738579
183,Fail,6,0.998556077,0.973198831,449.4500279,0.684643842
184,Fail,5,0.539626777,1.450725198,450.4500279,0.286747727
185,Pass,8,1,0.286041141,455.4500279,0.907601970937067
186,Pass,6,0.995748222,0.998621762,453.4500279,0.674541392
187,Fail,2,0.310932845,1.21954155,450.4500279,0.188443755142801
188,Fail,3,0.451130301,1.428346157,451.4500279,0.242983532
189,Fail,8,0.980502665,1.430997968,447.4500279,0.527269166
190,Pass,5,0.991513431,1.152320623,452.4500279,0.622445643
191,Pass,8,0.999722421,1.190459609,455.4500279,0.615282656
192,Fail,9,0.988705993,1.218054175,447.4500279,0.599689533
193,Pass,1,0.999994874,0.881241441,448.4500279,0.715334581
194,Pass,7,0.994622827,1.059541941,454.4500279,0.654206187
195,Pass,2,0.760735691,1.454637051,449.4500279,0.403279648
196,Pass,8,1,0.666666687,455.4500279,0.78465095019071
197,Pass,8,0.999304056,0.929303825,455.4500279,0.699325935
198,Pass,7,0.999999881,0.62642163,454.4500279,0.797650957050438
199,Pass,8,0.999997616,0.720133483,455.4500279,0.767378086
200,Pass,5,0.999352872,0.68823266,452.4500279,0.777181371211541
201,Pass,1,0.999977589,0.711442828,448.4500279,0.770169941
202,Pass,8,1,0.46769771,455.4500279,0.848922618438139
203,Pass,7,0.999999285,0.835798502,454.4500279,0.730016866
204,Pass,1,1,0.617952228,448.4500279,0.8003868683972
205,Pass,3,0.958542943,1.373590708,450.4500279,0.533235362
206,Pass,0,0.985947132,0.977477014,447.4500279,0.674636189
207,Pass,5,0.999739945,0.753759384,452.4500279,0.756321220
208,Pass,7,1,0.403873533,454.4500279,0.869539331617044
209,Pass,9,1,0.507317066,456.4500279,0.836124632825494
210,Fail,3,0.277884632,1.218983054,454.4500279,0.168464709
211,Pass,4,0.816026807,1.259375095,451.4500279,0.484060710
212,Pass,5,0.999991417,0.673479497,452.4500279,0.782443536
213,Pass,9,0.999984384,0.677458465,456.4500279,0.781152753
214,Pass,8,0.990585387,0.725411594,455.4500279,0.758466427
215,Fail,4,0.751258969,1.545757174,447.4500279,0.376143351
216,Pass,7,0.99999249,1.010270238,454.4500279,0.67365384706916
217,Pass,9,0.999999881,0.7678231,456.4500279,0.751974955569796
218,Pass,8,0.998364985,1.103991032,455.4500279,0.642332937
219,Pass,2,0.999998808,1.109501481,449.4500279,0.641604112
220,Pass,7,0.996705234,1.339565516,454.4500279,0.565419688
221,Pass,6,0.880033731,1.233795762,453.4500279,0.529300595
222,Pass,9,1,0.518554032,456.4500279,0.832494828009944
223,Pass,4,0.677749932,0.998735964,451.4500279,0.459097467
224,Fail,5,0.546813428,1.263118029,450.4500279,0.323704314
225,Pass,9,0.998022914,1.118813872,456.4500279,0.637334194
226,Fail,5,0.244290173,1.136043787,453.4500279,0.154643274
227,Pass,4,0.999936104,0.802074671,451.4500279,0.740863639
228,Pass,7,0.790588915,0.905483842,454.4500279,0.559347493
229,Fail,1,0.997760892,0.799868464,453.4500279,0.739963062
230,Pass,5,0.999882579,0.570677698,452.4500279,0.815561880
231,Pass,1,0.940759659,1.262306452,448.4500279,0.557160458
232,Fail,7,0.68945241,1.764327407,452.4500279,0.29652015539641
233,Pass,8,0.999979615,0.797878921,455.4500279,0.742251176
234,Pass,8,1,0.421145171,455.4500279,0.863960185539283
235,Pass,0,1,0.417411119,447.4500279,0.865166372327702
236,Pass,4,0.999993324,0.525786638,451.4500279,0.830152984
237,Fail,2,0.92621237,1.322476625,447.4500279,0.53054267599454
238,Pass,5,0.956122518,0.821222126,452.4500279,0.702487979
239,Fail,3,0.938230157,1.408384919,452.4500279,0.511390306
240,Pass,1,1,0.543728948,448.4500279,0.824362736898529
241,Pass,1,0.999762833,0.677559257,448.4500279,0.780947135
242,Pass,8,0.956305742,0.812105894,455.4500279,0.705438687
243,Pass,9,1,0.477096945,456.4500279,0.845886444041466
244,Pass,0,0.999988794,0.763484955,447.4500279,0.753367926
245,Fail,8,0.931459546,1.610957146,450.4500279,0.446749310
246,Pass,1,1,0.680199504,448.4500279,0.780279531400749
247,Pass,9,0.82413137,1.38222003,456.4500279,0.45616525
248,Pass,2,0.999993801,0.833517015,449.4500279,0.730749832
249,Pass,2,0.973448634,0.9619959,449.4500279,0.670952055490278
250,Pass,5,0.998540878,0.850857735,452.4500279,0.724094815
251,Fail,5,0.775315702,0.956602395,450.4500279,0.535739184
252,Pass,9,1,0.685754538,456.4500279,0.778485124515141
253,Pass,9,0.99938345,1.456879497,456.4500279,0.529067193686397
254,Pass,4,0.853333592,1.145462394,451.4500279,0.537590481
255,Pass,0,0.980625391,1.432206154,447.4500279,0.526952452
256,Fail,6,0.916270316,1.210019708,450.4500279,0.558132429
257,Pass,0,0.999897122,0.809950233,447.4500279,0.738291027
258,Pass,0,0.518826604,1.090126276,447.4500279,0.336128832
259,Pass,9,0.835683048,1.036766887,456.4500279,0.555812682
260,Pass,8,0.999924421,0.965960324,455.4500279,0.687920056
261,Pass,1,0.99961853,0.658390522,448.4500279,0.78702400589393
262,Pass,5,0.953197837,0.938744426,452.4500279,0.664153393
263,Fail,3,0.588170767,1.182976484,454.4500279,0.363413495
264,Fail,8,0.88820672,1.588899255,447.4500279,0.432332931984982
265,Fail,2,0.952486634,1.473316312,455.4500279,0.499183112
266,Pass,2,0.917628467,1.245797634,449.4500279,0.548354591
267,Pass,4,1,0.453143924,451.4500279,0.853623834274093
268,Pass,7,1,0.443841249,454.4500279,0.856628817515343
269,Pass,0,0.570886016,1.17223084,447.4500279,0.354715353466499
270,Pass,2,0.992937982,1.14231205,449.4500279,0.626550111650476
271,Fail,7,0.802750528,1.095648527,450.4500279,0.518640826
272,Pass,6,1,0.574021339,453.4500279,0.814577580769524
273,Pass,3,0.700314701,0.944740355,450.4500279,0.486597284
274,Pass,8,0.999994874,0.808652878,455.4500279,0.738782278
275,Pass,5,0.328493297,1.101509571,452.4500279,0.211610931
276,Pass,0,0.9943856,1.896016598,447.4500279,0.385366143899769
277,Fail,1,0.565438449,1.320252538,450.4500279,0.324294398
278,Pass,4,0.911558092,1.088184953,451.4500279,0.591136870
279,Fail,9,0.465978265,1.340156555,450.4500279,0.264255273
280,Pass,9,1,0.467295408,456.4500279,0.84905257146433
281,Fail,1,0.96284467,1.214728117,447.4500279,0.585038087443824
282,Pass,6,1,0.808525681,453.4500279,0.738827152241133
283,Pass,1,1,0.720007896,448.4500279,0.767420482705496
284,Fail,9,0.988052607,1.370505452,447.4500279,0.550636228
285,Pass,9,1,0.256151319,456.4500279,0.917257087792589
286,Pass,1,0.999999881,0.787136972,448.4500279,0.745736121
287,Fail,8,0.999876738,0.706627607,447.4500279,0.771647505
288,Pass,7,0.999999404,0.895453751,454.4500279,0.710746914
289,Pass,9,0.999970913,0.678722262,456.4500279,0.780734006
290,Pass,1,1,0.415941626,448.4500279,0.865641053195101
291,Pass,2,1,0.571896911,449.4500279,0.815263821075376
292,Pass,6,1,0.620936096,453.4500279,0.799423008718763
293,Fail,1,0.996878862,1.017271876,456.4500279,0.669301689
294,Pass,3,0.864094853,1.331709385,450.4500279,0.492384135
295,Pass,4,0.999925256,0.620131671,451.4500279,0.799623085
296,Pass,6,1,0.483419508,453.4500279,0.843844107202143
297,Pass,0,0.999999404,0.551609814,447.4500279,0.821816542
298,Pass,0,0.993838966,0.901159763,447.4500279,0.704536578
299,Pass,6,0.999999762,0.83308804,453.4500279,0.730892757523022
300,Pass,6,1,0.858697295,453.4500279,0.722620538631987
301,Pass,6,0.999999762,0.786079943,453.4500279,0.746077477
302,Fail,9,0.420964897,1.269463062,450.4500279,0.248341302
303,Pass,2,0.833229721,1.225637555,449.4500279,0.503345899
304,Pass,6,1,0.885175765,453.4500279,0.714067368860503
305,Pass,1,0.999736011,0.720854461,448.4500279,0.766944504
306,Fail,9,0.999977231,1.015325189,455.4500279,0.672010737
307,Pass,2,0.999985933,0.809890449,449.4500279,0.738375913
308,Pass,1,0.999997616,0.601191342,448.4500279,0.805799109
309,Fail,4,0.786456823,1.167096615,453.4500279,0.489962829
310,Pass,8,0.955592215,1.010116458,455.4500279,0.643790675
311,Pass,6,1,0.559847713,453.4500279,0.819155995967061
312,Pass,8,0.545528471,1.050675988,455.4500279,0.360379870
313,Pass,0,0.495138705,0.953954458,447.4500279,0.342561827
314,Pass,4,0.796999753,1.204842687,451.4500279,0.486813363
315,Pass,0,0.97452569,0.843117774,447.4500279,0.709116630630526
316,Pass,7,0.975153625,1.035472631,454.4500279,0.648982231
317,Pass,7,0.995231092,0.94597739,454.4500279,0.691115352674473
318,Pass,5,1,0.795182943,452.4500279,0.743137171034909
319,Pass,5,1,0.553084552,452.4500279,0.821340656343015
320,Pass,3,0.970189095,1.002661705,450.4500279,0.655960993
321,Pass,5,0.999985218,0.871460736,452.4500279,0.718487026
322,Pass,2,0.999963284,1.148836136,449.4500279,0.628875765
323,Fail,4,0.5119946,1.174708605,450.4500279,0.317713865710684
324,Pass,4,0.949181616,1.220812798,451.4500279,0.574870610
325,Pass,1,0.99992764,0.85741061,448.4500279,0.72298385
326,Pass,7,0.99984467,0.811017871,454.4500279,0.737907479167721
327,Pass,5,0.99985981,0.687705398,452.4500279,0.777745903277847
328,Pass,4,0.999709785,1.274999857,451.4500279,0.587974312
329,Pass,6,1,0.802424014,453.4500279,0.740798134467072
330,Pass,1,0.999999881,0.741116643,448.4500279,0.760601769
331,Pass,9,0.999999762,0.793471038,456.4500279,0.743689980
332,Fail,6,0.876672924,1.793102384,450.4500279,0.368891409
333,Pass,6,1,0.683024824,453.4500279,0.779366886462474
334,Pass,6,1,0.617824495,453.4500279,0.800428129166211
335,Pass,9,0.996668041,0.746610582,456.4500279,0.756298807
336,Pass,3,0.999608934,0.665340602,450.4500279,0.784772289
337,Pass,8,0.999602377,0.92309916,455.4500279,0.701538159948026
338,Pass,0,0.986669302,1.153498411,447.4500279,0.619029247
339,Pass,7,0.984290183,0.983953536,454.4500279,0.671443215
340,Fail,6,0.494825006,1.338888884,449.4500279,0.280816823
341,Pass,6,0.999992251,0.729099035,453.4500279,0.764477907
342,Pass,2,0.997132301,1.23631084,449.4500279,0.598920003389246
343,Fail,7,0.973817706,1.416801453,452.4500279,0.528140045
344,Pass,8,1,0.746111274,455.4500279,0.758988476489003
345,Pass,5,1,0.646480441,452.4500279,0.791171583334806
346,Pass,4,0.998755813,1.129549861,451.4500279,0.634338558
347,Pass,6,0.999731243,0.966641128,453.4500279,0.687567299
348,Pass,8,0.999996901,0.768588722,455.4500279,0.751725402
349,Pass,9,1,0.408563197,456.4500279,0.86802445963376
350,Pass,9,1,0.427817732,456.4500279,0.861804791098306
351,Pass,1,0.999829531,0.89825803,448.4500279,0.709720483014952
352,Fail,8,0.999873877,0.718654633,447.4500279,0.767760774
353,Pass,2,0.999998927,0.820425987,449.4500279,0.734982284
354,Pass,2,0.997279644,0.925192297,449.4500279,0.699233733
355,Fail,4,0.926032484,0.792516112,454.4500279,0.688966890
356,Pass,3,0.427231491,1.268635273,450.4500279,0.252152415
357,Pass,2,0.999610245,1.012730241,449.4500279,0.672602015
358,Pass,8,1,0.536219299,455.4500279,0.82678853048937
359,Pass,0,0.999963045,0.732718706,447.4500279,0.763286383
360,Pass,9,1,0.689620614,456.4500279,0.777236290863595
361,Pass,5,0.999703228,0.81780535,452.4500279,0.735611226857823
362,Pass,8,0.999999642,0.783808112,455.4500279,0.746811242
363,Pass,1,0.969507337,1.027219534,448.4500279,0.647809178
364,Pass,9,1,0.328704685,456.4500279,0.893820640864553
365,Pass,4,0.975074768,1.086172819,451.4500279,0.632960604
366,Pass,1,0.999995589,0.74907136,448.4500279,0.758028955276515
367,Fail,2,0.29781723,1.247268081,450.4500279,0.177827566886245
368,Pass,8,0.822500587,1.091843724,455.4500279,0.532411825
369,Pass,1,1,0.563528895,448.4500279,0.817966887434516
370,Fail,6,0.630625784,0.975673974,451.4500279,0.431874177
371,Pass,7,0.999999046,0.897546172,454.4500279,0.710070758
372,Pass,9,1,0.731758654,456.4500279,0.763624710966509
373,Pass,4,0.593814373,1.23180151,451.4500279,0.357535090665568
374,Pass,2,0.999999881,0.505118668,449.4500279,0.836834668
375,Pass,7,0.998717785,1.016782999,454.4500279,0.670694053
376,Fail,9,0.999520779,0.710961342,447.4500279,0.769973568
377,Pass,7,0.998428226,0.982773006,454.4500279,0.681468360
378,Fail,2,0.925563395,0.966193318,447.4500279,0.636692088
379,Pass,6,1,0.762034059,453.4500279,0.753845041715777
380,Pass,6,1,0.77002579,453.4500279,0.751263524278741
381,Pass,9,0.999976873,0.68514967,456.4500279,0.778662502588591
382,Pass,0,0.999456108,1.041708231,447.4500279,0.663142819
383,Pass,9,0.983076453,0.878364742,456.4500279,0.704145703
384,Fail,5,0.999984503,0.870890617,449.4500279,0.718670671
385,Fail,0,0.492687166,1.008967996,455.4500279,0.332110349
386,Pass,7,0.9995327,1.013202786,454.4500279,0.672397265996498
387,Pass,2,0.984782994,0.978042603,449.4500279,0.673659707
388,Fail,5,0.659220159,1.076429248,449.4500279,0.430001390
389,Pass,5,0.962248266,0.987776518,452.4500279,0.655218812
390,Pass,1,1,0.669789076,448.4500279,0.783642344965045
391,Pass,2,1,0.878858447,449.4500279,0.716108011441228
392,Pass,6,0.996972442,1.354770184,453.4500279,0.560674676
393,Pass,2,0.596815109,1.081963301,449.4500279,0.388228442
394,Pass,9,0.986155808,1.154576659,456.4500279,0.618363607
395,Pass,6,0.999990702,0.768160284,453.4500279,0.751859136
396,Pass,2,0.988440633,1.160805106,449.4500279,0.617807615
397,Pass,3,0.84144789,1.644600153,450.4500279,0.394433238726919
398,Pass,0,0.827088296,0.779368758,447.4500279,0.618865117
399,Fail,9,0.999296069,1.286954284,450.4500279,0.583872144
400,Pass,9,0.999882221,0.944155335,456.4500279,0.694933720
401,Pass,8,1,0.802406788,455.4500279,0.740803698871001
402,Pass,7,0.999891996,0.761864066,454.4500279,0.753818529
403,Pass,8,0.999989748,0.714274049,455.4500279,0.769264764
404,Pass,8,1,0.52209878,455.4500279,0.831349790874447
405,Pass,4,0.988815367,0.751121998,451.4500279,0.748898990
406,Pass,0,0.999999881,0.859709084,447.4500279,0.722293621
407,Pass,1,0.998232424,0.845484614,448.4500279,0.725603715
408,Pass,8,0.999999642,0.695929408,455.4500279,0.775198124
409,Pass,2,0.951998472,1.434781671,449.4500279,0.510777368
410,Pass,7,0.993031144,1.139030457,454.4500279,0.627661542
411,Pass,9,0.409221441,1.153724909,456.4500279,0.256712658
412,Pass,3,0.795923352,1.524801493,450.4500279,0.403893841
413,Pass,6,1,0.603282988,453.4500279,0.805125378595812
414,Pass,1,0.999888778,0.665385306,448.4500279,0.784977550
415,Pass,9,1,0.442220539,456.4500279,0.85715234503715
416,Fail,6,0.786714613,1.117983341,447.4500279,0.502604459
417,Pass,7,0.991628528,0.978922009,454.4500279,0.678060835
418,Pass,3,0.403081268,1.077342987,450.4500279,0.262806096
419,Fail,9,0.284472585,1.407094598,454.4500279,0.155172765
420,Pass,4,0.997483313,0.857640743,451.4500279,0.721142361
421,Pass,5,0.983053863,0.912301481,452.4500279,0.693352926
422,Fail,8,0.999869704,0.779395521,447.4500279,0.748139388
423,Fail,2,0.563410699,1.318058372,447.4500279,0.323530755
424,Pass,2,0.998748899,1.089251757,449.4500279,0.647335118
425,Pass,9,0.999999881,0.571963131,456.4500279,0.815242333
426,Pass,3,0.215704024,1.304216743,450.4500279,0.124829484
427,Pass,4,0.35116908,1.464304209,451.4500279,0.185064431616975
428,Fail,6,0.807999015,0.87113589,447.4500279,0.580630176277698
429,Pass,6,1,0.600356996,453.4500279,0.806070542962409
430,Pass,2,0.486806959,1.104853272,449.4500279,0.313068650
431,Pass,5,0.999251425,0.857284904,452.4500279,0.722535497
432,Pass,3,0.858925045,1.312729001,450.4500279,0.494704406
433,Pass,7,0.893521607,1.10293746,454.4500279,0.575182383972723
434,Fail,7,0.448002249,1.704238415,450.4500279,0.201372904
435,Pass,7,0.999264181,0.828192592,454.4500279,0.731935308
436,Pass,2,0.907527983,0.88336426,449.4500279,0.648567166976188
