ID,Outcome,SUT,Confidence,dsa,lsa,conf*(1-norm_dsa)
161,Pass,6,0.99999976,0.26748919,30108.1763,0.83188431
162,Pass,5,1,0.26264399,30120.5465,0.834929693681391
163,Pass,4,0.99999976,0.27832249,30120.5223,0.82507564
164,Pass,6,0.99998593,0.42871082,30157.3089,0.73054732
165,Pass,5,0.99999988,0.27554184,30121.9329,0.82682337
166,Pass,4,1,0.34674969,30160.4668,0.782069722805449
167,Pass,5,0.99934477,0.59279144,30166.5354,0.62702272
168,Pass,1,0.9999975,0.14707546,30028.0017,0.907561611633881
169,Pass,4,0.9999994,0.35244337,30122.6658,0.778490809077733
170,Pass,4,0.99999762,0.26514438,30115.8276,0.83335623
171,Pass,7,0.99894017,0.3919161,30104.0193,0.752884106265944
172,Pass,2,0.99999845,0.34972328,30186.5341,0.78019963
173,Pass,3,0.99999571,0.36322138,30145.6354,0.77171405
174,Pass,2,0.99999988,0.31290635,30145.1782,0.80333998
175,Pass,7,0.96088558,0.50591666,30109.0196,0.65535679
176,Pass,1,0.99988019,0.17724869,30023.3435,0.88849371
177,Pass,8,0.9999994,0.54550308,30169.5001,0.657153913661141
178,Pass,1,0.99999893,0.10878889,30020.7895,0.93162578
179,Pass,8,0.99999964,0.32799324,30159.7572,0.79385776
180,Pass,1,0.99999452,0.11731806,30022.2766,0.92626117
181,Pass,8,0.99999952,0.28756556,30157.8117,0.81926623
182,Pass,5,0.99999714,0.32386631,30126.1537,0.79644952
183,Pass,0,1,0.24112484,30102.7755,0.84845436135879
184,Pass,8,0.99485272,0.65250403,30208.8209,0.58686839
185,Pass,9,0.99989963,0.43843773,30132.0695,0.72437158
186,Pass,2,0.99999928,0.266002,30140.1006,0.832818603195403
187,Pass,5,0.99999976,0.34310779,30121.9097,0.78435845
188,Pass,0,1,0.31324142,30108.817,0.803129486606276
189,Pass,1,0.99989176,0.20907186,30043.8416,0.86850547
190,Pass,1,0.99955946,0.37252897,30071.2711,0.76553019
191,Pass,1,0.99991679,0.14988375,30028.4437,0.90572351
192,Pass,0,1,0.19802748,30096.411,0.875540815599465
193,Pass,9,0.97911352,0.52694923,30158.1593,0.65484610
194,Pass,0,0.99999487,0.4073343,30096.6124,0.743988811228032
195,Pass,3,0.99825829,0.72192973,30201.2207,0.54531968
196,Pass,1,0.99997628,0.19230737,30035.0981,0.87911502
197,Pass,6,0.99998844,0.28528461,30107.7197,0.82069070
198,Pass,4,0.9999975,0.24417482,30114.9956,0.846535349323488
199,Pass,2,0.99914825,0.50112939,30154.7083,0.68445944
200,Pass,3,0.99999237,0.410411,30109.2944,0.742053276935512
201,Pass,6,0.99999988,0.31527561,30118.6,0.80185091
202,Pass,1,0.99997842,0.17262864,30030.1839,0.89148461
203,Pass,1,0.99998176,0.17032132,30026.4486,0.89293770
204,Pass,1,0.99994731,0.16574712,30030.4973,0.89578164
205,Pass,3,0.99999988,0.23097074,30104.0957,0.85483605
206,Pass,9,0.99980217,0.54656482,30145.5728,0.65635714
207,Pass,5,0.9999913,0.40953946,30136.7894,0.74260023627392
208,Pass,2,0.9999963,0.38803339,30139.2305,0.756120346265732
209,Pass,9,0.9815678,0.86265755,30202.072,0.449385752022545
210,Pass,4,0.99999917,0.25481236,30118.4129,0.83985113
211,Pass,5,0.99964952,0.74043041,30456.2044,0.53445617
212,Pass,9,0.99999142,0.35621989,30122.4806,0.77611109
213,Pass,3,0.99999869,0.29238528,30110.246,0.81623639
214,Pass,9,0.99964046,0.42091158,30105.3442,0.73519495
215,Pass,0,0.99999249,0.24508613,30096.6061,0.84595836
216,Pass,3,1,0.31310004,30103.0387,0.803218343160379
217,Pass,6,0.99521166,0.50932992,30162.3345,0.67663340
218,Pass,5,0.99999988,0.37698823,30139.9227,0.76306487
219,Pass,5,0.99999976,0.36985514,30141.1862,0.76754789
220,Pass,7,0.99989891,0.3900539,30100.876,0.754776956358466
221,Pass,2,0.99935275,0.3237291,30146.2955,0.796022478038279
222,Pass,2,0.99999559,0.38986784,30150.6365,0.75496687
223,Pass,7,0.99999905,0.21029371,30083.9567,0.86783073
224,Pass,1,0.99948609,0.26573926,30029.6356,0.83255625
225,Pass,2,0.99999237,0.37496835,30228.0934,0.76432862
226,Pass,8,0.99999774,0.5498867,30158.3291,0.654397747898882
227,Pass,4,0.99984467,0.46818888,30124.1533,0.70563623
228,Pass,1,0.99997318,0.14688742,30029.8615,0.90765772
229,Pass,7,0.99994981,0.2433272,30082.18,0.847027675732548
230,Pass,3,0.99955362,0.38797802,30109.3073,0.75582041
231,Pass,3,0.99999809,0.24373823,30095.34,0.84681024
232,Pass,8,0.99961603,0.59749669,30186.4112,0.62423683
233,Pass,8,0.99999857,0.44034469,30154.3537,0.72324474
234,Pass,7,0.99975747,0.37515804,30088.9547,0.76402989
235,Pass,9,0.99995804,0.38609603,30128.9237,0.75730899
236,Pass,2,1,0.37753963,30140.6455,0.762718414491364
237,Pass,2,1,0.34739158,30140.7649,0.781666298463157
238,Pass,4,1,0.28820351,30122.1494,0.818865675632637
239,Pass,1,0.99999619,0.12216806,30023.2312,0.92321453
240,Pass,5,0.99999893,0.35209039,30125.1123,0.77871229
241,Pass,9,0.99821931,0.55840802,30196.6489,0.64788788
242,Pass,8,0.99994993,0.51409411,30198.2492,0.67686078
243,Pass,7,0.99985158,0.55708808,30144.4196,0.64977674
244,Pass,2,0.99972004,0.53512263,30189.4976,0.66349256
245,Pass,3,0.99978513,0.53368622,30272.7199,0.66443834
246,Pass,0,0.99999821,0.23225488,30094.6807,0.85402755
247,Pass,4,0.82754105,0.86606872,30715.764,0.37709437
248,Pass,4,0.99999833,0.29515654,30125.5842,0.81449437
249,Pass,2,0.99999142,0.35101441,30140.1651,0.77938268
250,Pass,4,0.99953043,0.54835081,30141.1171,0.65505679
251,Pass,1,0.9996357,0.31080356,30049.4354,0.804368529991504
252,Pass,9,0.99999774,0.23447627,30098.2799,0.85263102
253,Pass,5,0.99999952,0.2595447,30123.6544,0.836877178736175
254,Pass,7,0.99999499,0.19701985,30086.8052,0.87616972
255,Pass,7,0.99954152,0.44539702,30092.0528,0.71974028
256,Pass,2,0.99999583,0.33613193,30145.3685,0.78873964
257,Pass,8,0.99993181,0.46416542,30205.9755,0.70822628
258,Pass,2,0.99999893,0.39108521,30142.2737,0.75420428
259,Pass,6,0.51312691,0.66119117,30312.6883,0.29989445
260,Pass,8,1,0.28231347,30157.0047,0.822567533447959
261,Pass,5,0.99999976,0.36109641,30157.9877,0.77305270
262,Pass,7,0.99999976,0.20521283,30085.3655,0.87102465
263,Pass,7,0.99999928,0.23239818,30086.2194,0.85393840
264,Pass,9,0.97825223,0.96915019,30572.7864,0.38239334
265,Pass,1,0.99999714,0.16524476,30027.4529,0.89614201
266,Pass,8,0.9944436,0.50087059,30187.0455,0.681398306673331
267,Pass,1,0.99999809,0.17003174,30026.1804,0.89313428
268,Pass,8,0.99982989,0.46766594,30187.3866,0.70595441
269,Pass,0,0.99999881,0.35590917,30125.4001,0.77631212
270,Pass,3,0.99998307,0.51914752,30136.0518,0.67370723
271,Pass,0,0.99999177,0.2758517,30100.4709,0.826621917276245
272,Pass,1,0.99999499,0.13604358,30020.575,0.91449277
273,Pass,9,0.99992943,0.39362004,30135.8985,0.75255885
274,Pass,9,0.99997044,0.43815297,30164.824,0.72460184
275,Pass,4,0.99996626,0.35034874,30112.6882,0.77978143
276,Pass,1,0.99999833,0.1143639,30022.913,0.9281213665165
277,Pass,8,0.99999571,0.4807952,30160.9204,0.697819861755309
278,Pass,2,0.9999994,0.60770845,30183.514,0.618058203458113
279,Pass,1,0.99999702,0.13763246,30024.307,0.91349603
280,Pass,2,0.9999944,0.31233567,30140.8498,0.803694244797524
281,Pass,9,0.99999642,0.29762247,30102.3076,0.81294300
282,Pass,7,0.96960968,0.59535849,30119.9733,0.60680157
283,Pass,5,0.99999988,0.27421501,30128.1373,0.82765727
284,Pass,9,0.99996006,0.36412835,30106.9141,0.77111653
285,Pass,2,1,0.32708654,30154.9051,0.79442790466862
286,Pass,6,0.99873072,0.45137179,30133.4472,0.71540610
287,Pass,4,0.9999367,0.46633086,30143.5728,0.706868866092972
288,Pass,1,0.99993443,0.25973973,30088.2511,0.83670014
289,Pass,5,0.99998033,0.47442448,30146.5971,0.70181301
290,Pass,8,0.99817336,0.7302478,30260.6666,0.540054974046933
291,Pass,2,0.99983025,0.53396076,30187.8071,0.66429581
292,Pass,9,0.99955899,0.34363458,30120.8282,0.78368179
293,Pass,2,0.99999952,0.35874426,30142.173,0.77453083
294,Pass,0,0.99999952,0.23863062,30111.7304,0.85002156
295,Pass,4,0.9999913,0.33636105,30122.4257,0.788592065221693
296,Pass,0,1,0.18888848,30092.3924,0.881284626944418
297,Pass,0,0.99997342,0.39218211,30125.9779,0.75349567
298,Pass,2,0.99999607,0.43713146,30152.6845,0.72526243
299,Pass,8,1,0.35897097,30163.1505,0.774388715396121
300,Pass,4,0.99997628,0.45060229,30161.6296,0.71678193
301,Pass,7,0.99990594,0.42560861,30145.4417,0.73243842
302,Pass,1,0.99999881,0.14673822,30029.2979,0.90777475
303,Pass,2,0.99993527,0.66933537,30215.0018,0.57928889
304,Pass,4,0.99999964,0.33382821,30133.5075,0.79019052
305,Pass,0,0.99998438,0.31588486,30131.6642,0.80145558
306,Pass,2,0.99999988,0.21983463,30139.4204,0.86183504
307,Pass,7,0.99995351,0.26661149,30104.4094,0.83239744
308,Pass,4,0.99996984,0.40671903,30145.133,0.74435687
309,Pass,3,0.99999976,0.46824217,30127.0685,0.70571220
310,Pass,3,0.99999964,0.26675364,30102.0254,0.83234650
311,Pass,0,0.99998927,0.27499121,30101.2564,0.82716066
312,Pass,0,0.99999917,0.28694907,30094.695,0.81965340
313,Pass,3,0.99948186,0.6071133,30232.5447,0.618112188122882
314,Pass,1,0.99999928,0.24289733,30036.8689,0.84733975
315,Pass,9,0.99999845,0.34423369,30113.2807,0.78364980
316,Pass,6,0.99997163,0.4640964,30133.7947,0.708297864591439
317,Pass,5,0.99998546,0.3642917,30144.8814,0.771033454801972
318,Pass,2,0.9997912,0.51194102,30207.106,0.678106260317326
319,Pass,5,1,0.32121038,30167.3202,0.798121038980116
320,Fail,8,0.8611449,1.13794148,30380.1044,0.245262700385321
321,Fail,7,0.51303458,0.76184714,30375.8708,0.26738503
322,Pass,9,0.99973744,0.42862421,30106.1612,0.73042021
323,Pass,3,1,0.21969637,30121.8007,0.861922037153843
324,Pass,0,0.99367106,0.65694308,30223.9845,0.58339906
325,Pass,4,0.99995613,0.37559456,30159.8134,0.76390737
326,Pass,2,0.99790657,0.6636517,30313.5421,0.581678291377353
327,Pass,0,0.99999893,0.1925416,30093.1415,0.87898772055496
328,Pass,7,0.99979085,0.38121632,30121.1557,0.76024860
329,Pass,1,0.99999797,0.12940779,30025.8087,0.91866605
330,Pass,1,0.99999738,0.16688927,30024.7884,0.89510866
331,Pass,2,0.99999976,0.25380915,30136.3374,0.84048214
332,Pass,1,0.99999917,0.13760418,30024.0619,0.91351577
333,Pass,5,0.99999642,0.41283238,30181.5914,0.74053446
334,Pass,3,1,0.28980035,30106.5093,0.817862070456133
335,Pass,3,0.99999952,0.36143059,30132.3734,0.77284249
336,Pass,9,0.98989797,0.50931507,30130.6494,0.67302992
337,Pass,7,0.99949682,0.48387057,30124.6346,0.69553984
338,Pass,8,0.99997497,0.67452955,30270.1079,0.57604746
339,Pass,6,0.99973828,0.36590922,30136.9648,0.76982653
340,Pass,5,0.79576385,0.81725729,30180.18,0.38702634
341,Pass,6,0.98833138,0.55320394,30152.0434,0.64470275
342,Pass,1,0.99999797,0.13243322,30022.5703,0.91676459
343,Pass,3,0.99994826,0.41759634,30122.4995,0.73750483
344,Pass,8,0.99999881,0.46355054,30186.5314,0.70866019
345,Pass,1,0.99999452,0.16625179,30038.5904,0.89550675
346,Pass,0,0.99999809,0.29353952,30097.0625,0.81551047
347,Pass,5,0.99999285,0.2907488,30142.8521,0.817260131384529
348,Pass,1,0.99996865,0.22142878,30035.4459,0.86080624
349,Pass,3,0.99996996,0.44853345,30155.0483,0.71807762
350,Pass,1,0.99989247,0.21139896,30062.1245,0.86704367
351,Pass,5,1,0.24470413,30123.5928,0.846204797237017
352,Pass,5,0.99999416,0.53001225,30321.7781,0.66688631
353,Pass,6,0.99997973,0.29697073,30119.407,0.81333904
354,Pass,1,0.99998009,0.16467293,30037.6497,0.89648612
355,Pass,8,0.99997103,0.58680379,30175.8132,0.63117875
356,Pass,5,1,0.21720828,30123.0414,0.863485788064146
357,Pass,1,0.99959439,0.25773284,30028.9611,0.83767642
358,Pass,7,0.98168898,0.89961237,30281.8583,0.42664062
359,Pass,9,0.5740729,0.81101525,30308.2326,0.281457245736663
360,Pass,4,0.99999321,0.46809807,30146.561,0.70579814
361,Pass,6,0.99999988,0.23727611,30105.8193,0.85087316
362,Pass,2,0.99984837,0.54718637,30167.1131,0.65599689
363,Pass,2,0.99998188,0.3376112,30145.1033,0.78779893844277
364,Pass,5,0.99999988,0.29325631,30129.0604,0.81568992
365,Pass,0,0.99999917,0.18941769,30093.5481,0.88095129
366,Pass,6,0.9882493,0.83434039,30301.2838,0.470032756515286
367,Pass,5,1,0.36751911,30150.0865,0.769016256318515
368,Pass,6,0.99752182,0.33015487,30117.9438,0.79053552
369,Pass,3,0.99999881,0.35357919,30107.6232,0.77777649
370,Pass,7,0.99999917,0.30345052,30089.1498,0.80928234
371,Pass,2,0.99999988,0.24983481,30133.0679,0.84298009
372,Pass,0,0.99997211,0.38281575,30129.3353,0.75938122
373,Pass,8,1,0.40798196,30177.5952,0.743585577154587
374,Pass,8,0.99999976,0.40122223,30155.4778,0.74783385
375,Pass,5,1,0.24314059,30126.6265,0.847187473546273
376,Pass,4,0.99970657,0.32753477,30125.7564,0.79391317
377,Pass,1,0.9999826,0.15350248,30024.5139,0.903508812418331
378,Pass,1,0.99999833,0.19641446,30031.057,0.87655313
379,Pass,4,0.99999797,0.31707177,30121.5149,0.80072051
380,Pass,0,0.99982822,0.39345139,30153.3373,0.75258866
381,Pass,3,0.98937154,0.66871417,30186.3797,0.57355532
382,Pass,3,0.99999928,0.28025416,30100.5375,0.82386121
383,Pass,7,0.99999475,0.19916078,30084.8422,0.87482395
384,Pass,6,1,0.24645433,30108.2397,0.845104806142156
385,Pass,1,0.99999678,0.10115249,30020.1625,0.93642320
386,Pass,6,0.99970895,0.41138634,30169.0193,0.74123015
387,Pass,2,0.9999975,0.54331303,30146.0525,0.658529096032824
388,Pass,1,0.99999011,0.15748373,30027.8906,0.90101343
389,Pass,9,0.99940681,0.44370401,30145.9083,0.72070670
390,Pass,2,0.99999774,0.37913635,30154.4195,0.76171316
391,Pass,8,0.99997008,0.63815039,30290.8002,0.59890806
392,Pass,6,0.99999976,0.26598796,30105.5727,0.83282783
393,Pass,1,0.99998164,0.21760346,30039.351,0.86322157
394,Pass,9,0.99870193,0.56508195,30176.8415,0.64401204
395,Pass,5,0.99999654,0.40811929,30133.7307,0.74349669
396,Pass,2,1,0.39507955,30148.2861,0.751694671030857
397,Pass,5,0.99999785,0.30929887,30136.5657,0.80560563
398,Pass,4,0.9999969,0.38332626,30125.8985,0.759079196140722
399,Pass,4,0.99997532,0.38833717,30140.8829,0.75591356
400,Pass,2,0.99902809,0.5476976,30196.1535,0.655137709834678
401,Pass,8,0.99999917,0.45140183,30160.0518,0.71629583
402,Pass,3,0.99999964,0.50964463,30148.1337,0.67969090
403,Pass,8,0.99988401,0.50013959,30208.359,0.68558548
404,Pass,2,0.99829346,0.65329438,30264.0204,0.58840222
405,Pass,4,0.99998486,0.3899546,30136.9033,0.754904244556707
406,Pass,5,0.99993837,0.54431391,30156.8587,0.65786115
407,Pass,0,0.99999666,0.24316157,30097.7548,0.84717146
408,Pass,3,0.99999809,0.37821501,30129.2169,0.76229249
409,Pass,1,0.99978989,0.44289553,30322.842,0.72149097
410,Pass,7,0.99999988,0.20682418,30084.107,0.87001203
411,Pass,7,0.99872357,0.31450632,30116.8493,0.80131038
412,Pass,5,0.99981207,0.78199798,30169.9034,0.50842300
413,Pass,7,0.99999869,0.26771775,30085.9989,0.83173977
414,Pass,9,0.99973589,0.29292849,30103.2833,0.81568057
415,Pass,7,0.99987388,0.42514181,30105.1827,0.73270828
416,Pass,1,0.99999928,0.13111356,30027.0348,0.91759519
417,Pass,9,0.99905211,0.43589675,30138.9977,0.72535308
418,Pass,2,1,0.31686747,30144.4183,0.800850534081124
419,Pass,1,0.99999678,0.1141594,30018.7899,0.928248454639823
420,Pass,4,0.99939227,0.51665473,30128.6094,0.67487495
421,Pass,2,0.99817312,0.68393373,30175.3719,0.56910981
422,Pass,9,0.99983573,0.39847514,30108.5146,0.74943743
423,Pass,2,0.99999976,0.42543662,30144.2945,0.73261524
424,Pass,0,0.99999392,0.31816369,30095.1238,0.80003100
425,Pass,4,0.99999928,0.49702823,30221.6152,0.68761999
426,Pass,9,0.99998701,0.26721129,30106.3214,0.83204836
427,Pass,1,0.99999607,0.15306045,30021.5938,0.90379880
428,Pass,4,0.99999988,0.43953076,30181.9226,0.72375724
429,Pass,8,1,0.34553868,30164.1064,0.782830835944398
430,Pass,1,0.99999094,0.17652369,30028.8426,0.88904777
431,Pass,8,0.99988925,0.54945695,30179.4626,0.65459682
432,Pass,4,0.9999764,0.57744098,30259.0536,0.637066477955963
433,Pass,5,1,0.32804859,30167.7742,0.793823261523373
434,Pass,9,0.99999774,0.2694501,30104.7421,0.830650213624757
